"Term","GO","id","level"
"regulation of renal phosphate excretion","biological_process","GO:1903402",7
"regulation of renal phosphate excretion","biological_process","GO:1903402",6
"negative regulation of renal phosphate excretion","biological_process","GO:1903403",5
"negative regulation of renal phosphate excretion","biological_process","GO:1903403",6
"positive regulation of renal phosphate excretion","biological_process","GO:1903404",6
"positive regulation of renal phosphate excretion","biological_process","GO:1903404",5
"protein localization to nuclear body","biological_process","GO:1903405",9
"regulation of P-type sodium:potassium-exchanging transporter activity","biological_process","GO:1903406",8
"regulation of P-type sodium:potassium-exchanging transporter activity","biological_process","GO:1903406",11
"negative regulation of P-type sodium:potassium-exchanging transporter activity","biological_process","GO:1903407",9
"negative regulation of P-type sodium:potassium-exchanging transporter activity","biological_process","GO:1903407",8
"positive regulation of P-type sodium:potassium-exchanging transporter activity","biological_process","GO:1903408",9
"positive regulation of P-type sodium:potassium-exchanging transporter activity","biological_process","GO:1903408",8
"reactive oxygen species biosynthetic process","biological_process","GO:1903409",4
"response to bile acid","biological_process","GO:1903412",5
"cellular response to bile acid","biological_process","GO:1903413",6
"flavonoid transport from endoplasmic reticulum to plant-type vacuole","biological_process","GO:1903415",6
"response to glycoside","biological_process","GO:1903416",5
"protein localization to plasma membrane of cell tip","biological_process","GO:1903418",7
"protein localization to cortical endoplasmic reticulum","biological_process","GO:1903419",8
"protein localization to endoplasmic reticulum tubular network","biological_process","GO:1903420",8
"regulation of synaptic vesicle recycling","biological_process","GO:1903421",8
"regulation of synaptic vesicle recycling","biological_process","GO:1903421",6
"negative regulation of synaptic vesicle recycling","biological_process","GO:1903422",7
"negative regulation of synaptic vesicle recycling","biological_process","GO:1903422",8
"positive regulation of synaptic vesicle recycling","biological_process","GO:1903423",8
"positive regulation of synaptic vesicle recycling","biological_process","GO:1903423",7
"fluoride transmembrane transport","biological_process","GO:1903424",9
"fluoride transmembrane transporter activity","molecular_function","GO:1903425",8
"regulation of reactive oxygen species biosynthetic process","biological_process","GO:1903426",5
"negative regulation of reactive oxygen species biosynthetic process","biological_process","GO:1903427",5
"negative regulation of reactive oxygen species biosynthetic process","biological_process","GO:1903427",6
"positive regulation of reactive oxygen species biosynthetic process","biological_process","GO:1903428",6
"positive regulation of reactive oxygen species biosynthetic process","biological_process","GO:1903428",5
"regulation of cell maturation","biological_process","GO:1903429",5
"regulation of cell maturation","biological_process","GO:1903429",6
"negative regulation of cell maturation","biological_process","GO:1903430",7
"negative regulation of cell maturation","biological_process","GO:1903430",6
"positive regulation of cell maturation","biological_process","GO:1903431",7
"positive regulation of cell maturation","biological_process","GO:1903431",6
"regulation of TORC1 signaling","biological_process","GO:1903432",8
"regulation of TORC1 signaling","biological_process","GO:1903432",7
"regulation of constitutive secretory pathway","biological_process","GO:1903433",7
"regulation of constitutive secretory pathway","biological_process","GO:1903433",8
"negative regulation of constitutive secretory pathway","biological_process","GO:1903434",8
"negative regulation of constitutive secretory pathway","biological_process","GO:1903434",7
"positive regulation of constitutive secretory pathway","biological_process","GO:1903435",7
"positive regulation of constitutive secretory pathway","biological_process","GO:1903435",8
"regulation of mitotic cytokinetic process","biological_process","GO:1903436",7
"regulation of mitotic cytokinetic process","biological_process","GO:1903436",6
"negative regulation of mitotic cytokinetic process","biological_process","GO:1903437",8
"negative regulation of mitotic cytokinetic process","biological_process","GO:1903437",6
"positive regulation of mitotic cytokinetic process","biological_process","GO:1903438",8
"positive regulation of mitotic cytokinetic process","biological_process","GO:1903438",6
"calcitonin family receptor complex","cellular_component","GO:1903439",7
"calcitonin family receptor complex","cellular_component","GO:1903439",6
"amylin receptor complex","cellular_component","GO:1903440",8
"amylin receptor complex","cellular_component","GO:1903440",10
"protein localization to ciliary membrane","biological_process","GO:1903441",8
"response to lipoic acid","biological_process","GO:1903442",6
"cellular response to lipoic acid","biological_process","GO:1903443",7
"negative regulation of brown fat cell differentiation","biological_process","GO:1903444",8
"negative regulation of brown fat cell differentiation","biological_process","GO:1903444",7
"protein transport from ciliary membrane to plasma membrane","biological_process","GO:1903445",8
"geraniol metabolic process","biological_process","GO:1903446",8
"geraniol catabolic process","biological_process","GO:1903447",8
"geraniol biosynthetic process","biological_process","GO:1903448",8
"androst-4-ene-3,17-dione biosynthetic process","biological_process","GO:1903449",6
"regulation of G1 to G0 transition","biological_process","GO:1903450",5
"regulation of G1 to G0 transition","biological_process","GO:1903450",6
"negative regulation of G1 to G0 transition","biological_process","GO:1903451",5
"negative regulation of G1 to G0 transition","biological_process","GO:1903451",7
"positive regulation of G1 to G0 transition","biological_process","GO:1903452",5
"positive regulation of G1 to G0 transition","biological_process","GO:1903452",7
"obsolete RNA interference involved in olfactory learning","biological_process","GO:1903453",10
"obsolete RNA interference involved in olfactory learning","biological_process","GO:1903453",8
